                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1256755
                                         d<n+ n->, 0.0002189
                           ZZ AF Structure Factor, 4.4366212
                           Sq.Magnetization <m^2>, 0.7486489
                                           d<m^2>,       nan
                                             Hkin,-1.3393516
                                            dHkin, 0.0029006
                                             Hint, 0.5027021
                                                E, 1.1633505
                                 Average sign <s>, 1.0000000
