                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1908089
                                         d<n+ n->, 0.0000358
                           ZZ AF Structure Factor, 0.6183823
                           Sq.Magnetization <m^2>, 0.6183823
                                           d<m^2>, 0.0002321
                                             Hkin,-1.4230134
                                            dHkin, 0.0002421
                                             Hint, 0.3816177
                                                E,-0.0413957
                                 Average sign <s>, 1.0000000
