                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1308150
                                         d<n+ n->, 0.0003177
                           ZZ AF Structure Factor, 1.6086542
                           Sq.Magnetization <m^2>, 0.7383700
                                           d<m^2>,       nan
                                             Hkin,-1.2608674
                                            dHkin, 0.0032586
                                             Hint, 0.5232599
                                                E, 1.2623925
                                 Average sign <s>, 1.0000000
