                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1898539
                                         d<n+ n->, 0.0003245
                           ZZ AF Structure Factor, 1.1281224
                           Sq.Magnetization <m^2>, 0.6202923
                                           d<m^2>,       nan
                                             Hkin,-1.4063294
                                            dHkin, 0.0029473
                                             Hint, 0.3797077
                                                E,-0.0266216
                                 Average sign <s>, 1.0000000
