                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1292480
                                         d<n+ n->, 0.0001600
                           ZZ AF Structure Factor, 5.2255767
                           Sq.Magnetization <m^2>, 0.7415041
                                           d<m^2>,       nan
                                             Hkin,-1.3507869
                                            dHkin, 0.0023805
                                             Hint, 0.5169919
                                                E, 1.1662050
                                 Average sign <s>, 1.0000000
