                             Electron density <n>, 0.7218987
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.0939080
                                         d<n+ n->,       nan
                           ZZ AF Structure Factor, 0.5340826
                           Sq.Magnetization <m^2>, 0.5340826
                                           d<m^2>,       nan
                                             Hkin,-34.1815484
                                            dHkin,       nan
                                             Hint, 0.9390805
                                                E,-29.6329744
                                 Average sign <s>, 0.8541667
