                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1228188
                                         d<n+ n->, 0.0000902
                           ZZ AF Structure Factor, 8.1593647
                           Sq.Magnetization <m^2>, 0.7543624
                                           d<m^2>,       nan
                                             Hkin,-1.3575730
                                            dHkin, 0.0013090
                                             Hint, 0.4912753
                                                E, 1.1337023
                                 Average sign <s>, 1.0000000
