                             Electron density <n>, 0.6532749
                                             d<n>, 0.0276875
                         Double occupancy <n+ n->, 0.0488880
                                         d<n+ n->, 0.0019772
                           ZZ AF Structure Factor, 0.5554990
                           Sq.Magnetization <m^2>, 0.5554990
                                           d<m^2>, 0.0684766
                                             Hkin,-22.6039796
                                            dHkin, 0.9628598
                                             Hint, 0.9777592
                                                E,-15.0934712
                                 Average sign <s>, 0.5357143
