                             Electron density <n>, 0.7187907
                                             d<n>, 0.0371043
                         Double occupancy <n+ n->, 0.0715841
                                         d<n+ n->, 0.0036805
                           ZZ AF Structure Factor, 0.5756225
                           Sq.Magnetization <m^2>, 0.5756225
                                           d<m^2>, 0.0889055
                                             Hkin,-34.2468607
                                            dHkin, 1.7651441
                                             Hint, 1.0737615
                                                E,-27.7821689
                                 Average sign <s>, 0.3750000
