                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.0958609
                                         d<n+ n->, 0.0013264
                           ZZ AF Structure Factor, 1.4057351
                           Sq.Magnetization <m^2>, 0.8082781
                                           d<m^2>,       nan
                                             Hkin,-0.8179825
                                            dHkin, 0.0091802
                                             Hint, 0.3834438
                                                E, 1.5654613
                                 Average sign <s>, 1.0000000
