                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.0977826
                                         d<n+ n->, 0.0001239
                           ZZ AF Structure Factor, 2.0565404
                           Sq.Magnetization <m^2>, 0.8044348
                                           d<m^2>,       nan
                                             Hkin,-0.9309441
                                            dHkin, 0.0009500
                                             Hint, 0.3911304
                                                E, 1.4601863
                                 Average sign <s>, 1.0000000
