                             Electron density <n>, 0.7244431
                                             d<n>, 0.0526856
                         Double occupancy <n+ n->, 0.0530288
                                         d<n+ n->, 0.0039070
                           ZZ AF Structure Factor, 0.6183855
                           Sq.Magnetization <m^2>, 0.6183855
                                           d<m^2>, 0.1360940
                                             Hkin,-28.6901425
                                            dHkin, 2.0895563
                                             Hint, 1.0605757
                                                E,-20.3851358
                                 Average sign <s>, 0.1041667
