                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1341834
                                         d<n+ n->, 0.0001408
                           ZZ AF Structure Factor, 1.5789691
                           Sq.Magnetization <m^2>, 0.7316332
                                           d<m^2>,       nan
                                             Hkin,-1.2557778
                                            dHkin, 0.0015845
                                             Hint, 0.5367335
                                                E, 1.2809558
                                 Average sign <s>, 1.0000000
