                             Electron density <n>, 0.6934363
                                             d<n>, 0.0272446
                         Double occupancy <n+ n->, 0.0514019
                                         d<n+ n->, 0.0019529
                           ZZ AF Structure Factor, 0.5906325
                           Sq.Magnetization <m^2>, 0.5906325
                                           d<m^2>, 0.0680843
                                             Hkin,-23.8758744
                                            dHkin, 0.9434466
                                             Hint, 1.0280380
                                                E,-15.9134731
                                 Average sign <s>, 0.4910714
