                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1087252
                                         d<n+ n->, 0.0002234
                           ZZ AF Structure Factor, 1.0352452
                           Sq.Magnetization <m^2>, 0.7825496
                                           d<m^2>, 0.0032160
                                             Hkin,-0.6268778
                                            dHkin, 0.0012032
                                             Hint, 0.4349008
                                                E, 1.8080230
                                 Average sign <s>, 1.0000000
