                             Electron density <n>, 0.7183435
                                             d<n>, 0.0266212
                         Double occupancy <n+ n->, 0.0535783
                                         d<n+ n->, 0.0018735
                           ZZ AF Structure Factor, 0.6111869
                           Sq.Magnetization <m^2>, 0.6111869
                                           d<m^2>, 0.0653938
                                             Hkin,-24.4683863
                                            dHkin, 0.9208059
                                             Hint, 1.0715662
                                                E,-16.2133849
                                 Average sign <s>, 0.4732143
