                             Electron density <n>,-0.0207931
                                             d<n>, 0.0960738
                         Double occupancy <n+ n->,-0.0010587
                                         d<n+ n->, 0.0071447
                           ZZ AF Structure Factor,-0.0186757
                           Sq.Magnetization <m^2>,-0.0186757
                                           d<m^2>, 0.3383620
                                             Hkin, 0.8135426
                                            dHkin, 3.5389297
                                             Hint,-0.0211737
                                                E, 0.5844384
                                 Average sign <s>, 0.1041667
