                             Electron density <n>, 0.8527969
                                             d<n>, 0.0162948
                         Double occupancy <n+ n->, 0.0639522
                                         d<n+ n->, 0.0010292
                           ZZ AF Structure Factor, 0.7248925
                           Sq.Magnetization <m^2>, 0.7248925
                                           d<m^2>, 0.0371822
                                             Hkin,-29.1024147
                                            dHkin, 0.5692559
                                             Hint, 1.2790440
                                                E,-19.2954021
                                 Average sign <s>, 0.3660714
