                             Electron density <n>,-0.1260394
                                             d<n>, 0.1244008
                         Double occupancy <n+ n->,-0.0108685
                                         d<n+ n->, 0.0091354
                           ZZ AF Structure Factor,-0.1043023
                           Sq.Magnetization <m^2>,-0.1043023
                                           d<m^2>, 0.2782870
                                             Hkin, 4.9471069
                                            dHkin, 4.8185860
                                             Hint,-0.2173704
                                                E, 3.4693428
                                 Average sign <s>, 0.0625000
