                             Electron density <n>, 0.0483785
                                             d<n>, 0.0661647
                         Double occupancy <n+ n->, 0.0037275
                                         d<n+ n->, 0.0048985
                           ZZ AF Structure Factor, 0.0409236
                           Sq.Magnetization <m^2>, 0.0409236
                                           d<m^2>, 0.1635293
                                             Hkin,-1.8247495
                                            dHkin, 2.5008366
                                             Hint, 0.0745493
                                                E,-1.2664152
                                 Average sign <s>, 0.2291667
