                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1319035
                                         d<n+ n->, 0.0003514
                           ZZ AF Structure Factor, 1.5229260
                           Sq.Magnetization <m^2>, 0.7361930
                                           d<m^2>,       nan
                                             Hkin,-1.2308239
                                            dHkin, 0.0036906
                                             Hint, 0.5276141
                                                E, 1.2967902
                                 Average sign <s>, 1.0000000
