                             Electron density <n>, 0.4282030
                                             d<n>, 0.1223340
                         Double occupancy <n+ n->, 0.0340339
                                         d<n+ n->, 0.0091364
                           ZZ AF Structure Factor, 0.3601351
                           Sq.Magnetization <m^2>, 0.3601351
                                           d<m^2>, 0.2962439
                                             Hkin,-11.9325096
                                            dHkin, 3.4731844
                                             Hint, 0.6806789
                                                E,-6.9698007
                                 Average sign <s>, 0.1458333
