                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1309016
                                         d<n+ n->, 0.0001495
                           ZZ AF Structure Factor, 6.0212390
                           Sq.Magnetization <m^2>, 0.7381968
                                           d<m^2>, 0.0016865
                                             Hkin,-1.3554291
                                            dHkin, 0.0018027
                                             Hint, 0.5236063
                                                E, 1.1681772
                                 Average sign <s>, 1.0000000
