                             Electron density <n>, 0.6603762
                                             d<n>, 0.0387801
                         Double occupancy <n+ n->, 0.0731602
                                         d<n+ n->, 0.0041659
                           ZZ AF Structure Factor, 0.5140558
                           Sq.Magnetization <m^2>, 0.5140558
                                           d<m^2>, 0.0887302
                                             Hkin,-21.5624980
                                            dHkin, 1.2795485
                                             Hint, 1.0974023
                                                E,-15.5122745
                                 Average sign <s>, 0.7083333
