                             Electron density <n>, 0.7789612
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.0767644
                                         d<n+ n->,       nan
                           ZZ AF Structure Factor, 0.6254324
                           Sq.Magnetization <m^2>, 0.6254324
                                           d<m^2>,       nan
                                             Hkin,-25.5936476
                                            dHkin,       nan
                                             Hint, 1.1514657
                                                E,-18.5999730
                                 Average sign <s>, 0.7291667
