                             Electron density <n>,  1.0000000
                                             d<n>,  0.0000000
                         Double occupancy <n+ n->,  0.0866629
                                         d<n+ n->,  0.0007609
                           ZZ AF Structure Factor,  1.4245473
                           Sq.Magnetization <m^2>,  0.8266742
                                           d<m^2>,  0.0145163
                                             Hkin, -0.7227238
                                            dHkin,  0.0049751
                                             Hint,  0.3466517
                                                E, -0.3760722
                                 Average sign <s>,  1.0000000
