                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1104020
                                         d<n+ n->, 0.0002169
                           ZZ AF Structure Factor, 1.0213532
                           Sq.Magnetization <m^2>, 0.7791959
                                           d<m^2>,       nan
                                             Hkin,-0.6220487
                                            dHkin, 0.0011071
                                             Hint, 0.4416082
                                                E, 1.8195595
                                 Average sign <s>, 1.0000000
