                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1327898
                                         d<n+ n->, 0.0002211
                           ZZ AF Structure Factor, 2.1842610
                           Sq.Magnetization <m^2>, 0.7344204
                                           d<m^2>, 0.0024458
                                             Hkin,-1.3032279
                                            dHkin, 0.0028952
                                             Hint, 0.5311593
                                                E, 1.2279314
                                 Average sign <s>, 1.0000000
