                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1229306
                                         d<n+ n->, 0.0002025
                           ZZ AF Structure Factor, 7.8370971
                           Sq.Magnetization <m^2>, 0.7541388
                                           d<m^2>,       nan
                                             Hkin,-1.3593920
                                            dHkin, 0.0016307
                                             Hint, 0.4917225
                                                E, 1.1323305
                                 Average sign <s>, 1.0000000
