                             Electron density <n>, 0.6713980
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.0435575
                                         d<n+ n->,       nan
                           ZZ AF Structure Factor, 0.5842831
                           Sq.Magnetization <m^2>, 0.5842831
                                           d<m^2>,       nan
                                             Hkin,-30.8384022
                                            dHkin,       nan
                                             Hint, 0.8711491
                                                E,-23.2532733
                                 Average sign <s>, 0.9581320
