                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1142580
                                         d<n+ n->, 0.0001778
                           ZZ AF Structure Factor, 3.8016375
                           Sq.Magnetization <m^2>, 0.7714839
                                           d<m^2>, 0.0024012
                                             Hkin,-1.3209312
                                            dHkin, 0.0028186
                                             Hint, 0.4570322
                                                E, 1.1361010
                                 Average sign <s>, 1.0000000
