                             Electron density <n>, 0.7882826
                                             d<n>, 0.0144004
                         Double occupancy <n+ n->, 0.0588133
                                         d<n+ n->, 0.0008655
                           ZZ AF Structure Factor, 0.6706560
                           Sq.Magnetization <m^2>, 0.6706560
                                           d<m^2>, 0.0319904
                                             Hkin,-27.0182116
                                            dHkin, 0.4973418
                                             Hint, 1.1762662
                                                E,-17.9591198
                                 Average sign <s>, 0.4642857
