                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1156652
                                         d<n+ n->, 0.0006530
                           ZZ AF Structure Factor, 3.1720114
                           Sq.Magnetization <m^2>, 0.7686696
                                           d<m^2>, 0.0086797
                                             Hkin,-1.3152729
                                            dHkin, 0.0037650
                                             Hint, 0.4626608
                                                E, 1.1473879
                                 Average sign <s>, 1.0000000
