                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1110012
                                         d<n+ n->, 0.0006961
                           ZZ AF Structure Factor, 1.0124636
                           Sq.Magnetization <m^2>, 0.7779976
                                           d<m^2>,       nan
                                             Hkin,-0.6262202
                                            dHkin, 0.0036137
                                             Hint, 0.4440047
                                                E, 1.8177846
                                 Average sign <s>, 1.0000000
