                             Electron density <n>, 0.3229492
                                             d<n>, 0.0559476
                         Double occupancy <n+ n->, 0.0249128
                                         d<n+ n->, 0.0042603
                           ZZ AF Structure Factor, 0.2731236
                           Sq.Magnetization <m^2>, 0.2731236
                                           d<m^2>, 0.1407291
                                             Hkin,-14.7262812
                                            dHkin, 2.5584032
                                             Hint, 0.4982557
                                                E,-10.9985337
                                 Average sign <s>, 0.2916667
