                             Electron density <n>, 0.7108103
                                             d<n>, 0.0163036
                         Double occupancy <n+ n->, 0.0784702
                                         d<n+ n->, 0.0016389
                           ZZ AF Structure Factor, 0.5538700
                           Sq.Magnetization <m^2>, 0.5538700
                                           d<m^2>, 0.0358398
                                             Hkin,-23.1623460
                                            dHkin, 0.5425079
                                             Hint, 1.1770523
                                                E,-16.6542167
                                 Average sign <s>, 0.7708333
