                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1241864
                                         d<n+ n->, 0.0000893
                           ZZ AF Structure Factor,12.2398934
                           Sq.Magnetization <m^2>, 0.7516272
                                           d<m^2>,       nan
                                             Hkin,-1.3651858
                                            dHkin, 0.0010025
                                             Hint, 0.4967457
                                                E, 1.1315599
                                 Average sign <s>, 1.0000000
