                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1346373
                                         d<n+ n->, 0.0001597
                           ZZ AF Structure Factor, 2.1860365
                           Sq.Magnetization <m^2>, 0.7307255
                                           d<m^2>,       nan
                                             Hkin,-1.3147558
                                            dHkin, 0.0021067
                                             Hint, 0.5385490
                                                E, 1.2237932
                                 Average sign <s>, 1.0000000
