                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1141133
                                         d<n+ n->, 0.0001740
                           ZZ AF Structure Factor, 3.9888850
                           Sq.Magnetization <m^2>, 0.7717735
                                           d<m^2>,       nan
                                             Hkin,-1.3157045
                                            dHkin, 0.0024819
                                             Hint, 0.4564530
                                                E, 1.1407485
                                 Average sign <s>, 1.0000000
