                             Electron density <n>, 0.6659075
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.0432488
                                         d<n+ n->,       nan
                           ZZ AF Structure Factor, 0.5794099
                           Sq.Magnetization <m^2>, 0.5794099
                                           d<m^2>,       nan
                                             Hkin,-30.5207831
                                            dHkin,       nan
                                             Hint, 0.8649754
                                                E,-22.9967332
                                 Average sign <s>, 0.9717742
