                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1097094
                                         d<n+ n->, 0.0001577
                           ZZ AF Structure Factor, 1.0415125
                           Sq.Magnetization <m^2>, 0.7805811
                                           d<m^2>, 0.0022444
                                             Hkin,-0.6181406
                                            dHkin, 0.0007836
                                             Hint, 0.4388377
                                                E, 1.8206971
                                 Average sign <s>, 1.0000000
