                             Electron density <n>, 0.6739371
                                             d<n>, 0.0228376
                         Double occupancy <n+ n->, 0.0743322
                                         d<n+ n->, 0.0025551
                           ZZ AF Structure Factor, 0.5252727
                           Sq.Magnetization <m^2>, 0.5252727
                                           d<m^2>, 0.0539110
                                             Hkin,-22.0069520
                                            dHkin, 0.7242839
                                             Hint, 1.1149827
                                                E,-15.8374410
                                 Average sign <s>, 0.8125000
