                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1065930
                                         d<n+ n->, 0.0054509
                           ZZ AF Structure Factor, 0.9481431
                           Sq.Magnetization <m^2>, 0.7868140
                                           d<m^2>,       nan
                                             Hkin,-0.6089961
                                            dHkin, 0.0268928
                                             Hint, 0.4263720
                                                E, 1.8173759
                                 Average sign <s>, 1.0000000
