                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1907834
                                         d<n+ n->, 0.0001223
                           ZZ AF Structure Factor, 0.6184332
                           Sq.Magnetization <m^2>, 0.6184332
                                           d<m^2>, 0.0007928
                                             Hkin,-1.3976796
                                            dHkin, 0.0008269
                                             Hint, 0.3815668
                                                E,-0.0161128
                                 Average sign <s>, 1.0000000
