                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1148618
                                         d<n+ n->, 0.0002397
                           ZZ AF Structure Factor, 3.6094470
                           Sq.Magnetization <m^2>, 0.7702763
                                           d<m^2>,       nan
                                             Hkin,-1.3121325
                                            dHkin, 0.0031365
                                             Hint, 0.4594474
                                                E, 1.1473149
                                 Average sign <s>, 1.0000000
