                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1257786
                                         d<n+ n->, 0.0001736
                           ZZ AF Structure Factor, 7.0852698
                           Sq.Magnetization <m^2>, 0.7484428
                                           d<m^2>, 0.0020663
                                             Hkin,-1.3538760
                                            dHkin, 0.0022589
                                             Hint, 0.5031145
                                                E, 1.1492385
                                 Average sign <s>, 1.0000000
