                             Electron density <n>, 0.6572246
                                             d<n>, 0.0026853
                         Double occupancy <n+ n->, 0.0426278
                                         d<n+ n->, 0.0001707
                           ZZ AF Structure Factor, 0.5719690
                           Sq.Magnetization <m^2>, 0.5719690
                                           d<m^2>, 0.0069173
                                             Hkin,-30.1378463
                                            dHkin, 0.1230874
                                             Hint, 0.8525551
                                                E,-22.7130457
                                 Average sign <s>, 0.9436393
