                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1350033
                                         d<n+ n->, 0.0001318
                           ZZ AF Structure Factor, 2.3236448
                           Sq.Magnetization <m^2>, 0.7299934
                                           d<m^2>,       nan
                                             Hkin,-1.3201241
                                            dHkin, 0.0016870
                                             Hint, 0.5400133
                                                E, 1.2198892
                                 Average sign <s>, 1.0000000
