                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.0985043
                                         d<n+ n->, 0.0000781
                           ZZ AF Structure Factor, 2.6144397
                           Sq.Magnetization <m^2>, 0.8029914
                                           d<m^2>, 0.0012728
                                             Hkin,-0.9670322
                                            dHkin, 0.0006547
                                             Hint, 0.3940172
                                                E, 1.4269851
                                 Average sign <s>, 1.0000000
