                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1015200
                                         d<n+ n->, 0.0004769
                           ZZ AF Structure Factor, 1.8303181
                           Sq.Magnetization <m^2>, 0.7969599
                                           d<m^2>, 0.0074876
                                             Hkin,-0.9384921
                                            dHkin, 0.0037578
                                             Hint, 0.4060801
                                                E, 1.4675880
                                 Average sign <s>, 1.0000000
