                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1793116
                                         d<n+ n->, 0.0002504
                           ZZ AF Structure Factor, 1.9090710
                           Sq.Magnetization <m^2>, 0.6413769
                                           d<m^2>, 0.0017911
                                             Hkin,-1.4762810
                                            dHkin, 0.0030355
                                             Hint, 0.2689673
                                                E,-0.4573136
                                 Average sign <s>, 1.0000000
