                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1340789
                                         d<n+ n->, 0.0001261
                           ZZ AF Structure Factor, 3.3395693
                           Sq.Magnetization <m^2>, 0.7318422
                                           d<m^2>,       nan
                                             Hkin,-1.3468690
                                            dHkin, 0.0017759
                                             Hint, 0.5363157
                                                E, 1.1894467
                                 Average sign <s>, 1.0000000
