                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1205314
                                         d<n+ n->, 0.0003335
                           ZZ AF Structure Factor, 3.0055562
                           Sq.Magnetization <m^2>, 0.7589372
                                           d<m^2>, 0.0041993
                                             Hkin,-1.3184566
                                            dHkin, 0.0041353
                                             Hint, 0.4821257
                                                E, 1.1636691
                                 Average sign <s>, 1.0000000
