                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1202644
                                         d<n+ n->, 0.0001360
                           ZZ AF Structure Factor, 5.6896380
                           Sq.Magnetization <m^2>, 0.7594711
                                           d<m^2>, 0.0017183
                                             Hkin,-1.3483312
                                            dHkin, 0.0021403
                                             Hint, 0.4810577
                                                E, 1.1327266
                                 Average sign <s>, 1.0000000
