                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.0966279
                                         d<n+ n->, 0.0001237
                           ZZ AF Structure Factor, 3.3932266
                           Sq.Magnetization <m^2>, 0.8067442
                                           d<m^2>, 0.0020658
                                             Hkin,-0.9838925
                                            dHkin, 0.0009122
                                             Hint, 0.3865117
                                                E, 1.4026191
                                 Average sign <s>, 1.0000000
