                             Electron density <n>, 0.6610327
                                             d<n>, 0.0292776
                         Double occupancy <n+ n->, 0.0494802
                                         d<n+ n->, 0.0021134
                           ZZ AF Structure Factor, 0.5620723
                           Sq.Magnetization <m^2>, 0.5620723
                                           d<m^2>, 0.0729091
                                             Hkin,-22.5439108
                                            dHkin, 0.9977783
                                             Hint, 0.9896038
                                                E,-14.9439800
                                 Average sign <s>, 0.4642857
