                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1094124
                                         d<n+ n->, 0.0010368
                           ZZ AF Structure Factor, 1.0224328
                           Sq.Magnetization <m^2>, 0.7811752
                                           d<m^2>, 0.0148052
                                             Hkin,-0.6279658
                                            dHkin, 0.0055936
                                             Hint, 0.4376495
                                                E, 1.8096837
                                 Average sign <s>, 1.0000000
