                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1056758
                                         d<n+ n->, 0.0004182
                           ZZ AF Structure Factor, 2.0099830
                           Sq.Magnetization <m^2>, 0.7886484
                                           d<m^2>,       nan
                                             Hkin,-1.0063127
                                            dHkin, 0.0033955
                                             Hint, 0.4227032
                                                E, 1.4163904
                                 Average sign <s>, 1.0000000
