                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1114576
                                         d<n+ n->, 0.0012505
                           ZZ AF Structure Factor, 0.9995189
                           Sq.Magnetization <m^2>, 0.7770847
                                           d<m^2>,       nan
                                             Hkin,-0.6268166
                                            dHkin, 0.0064573
                                             Hint, 0.4458305
                                                E, 1.8190139
                                 Average sign <s>, 1.0000000
