                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1152793
                                         d<n+ n->, 0.0001995
                           ZZ AF Structure Factor, 3.6464491
                           Sq.Magnetization <m^2>, 0.7694415
                                           d<m^2>,       nan
                                             Hkin,-1.3115085
                                            dHkin, 0.0033487
                                             Hint, 0.4611170
                                                E, 1.1496085
                                 Average sign <s>, 1.0000000
