                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1098732
                                         d<n+ n->, 0.0006914
                           ZZ AF Structure Factor, 1.0135472
                           Sq.Magnetization <m^2>, 0.7802537
                                           d<m^2>, 0.0098195
                                             Hkin,-0.6174812
                                            dHkin, 0.0037073
                                             Hint, 0.4394927
                                                E, 1.8220115
                                 Average sign <s>, 1.0000000
