                             Electron density <n>, 1.0000000
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.1098542
                                         d<n+ n->, 0.0007233
                           ZZ AF Structure Factor, 1.0059597
                           Sq.Magnetization <m^2>, 0.7802916
                                           d<m^2>,       nan
                                             Hkin,-0.6216874
                                            dHkin, 0.0037041
                                             Hint, 0.4394168
                                                E, 1.8177294
                                 Average sign <s>, 1.0000000
