                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.0968377
                                         d<n+ n->, 0.0002022
                           ZZ AF Structure Factor, 3.0413913
                           Sq.Magnetization <m^2>, 0.8063246
                                           d<m^2>, 0.0033676
                                             Hkin,-0.9854024
                                            dHkin, 0.0015615
                                             Hint, 0.3873508
                                                E, 1.4019485
                                 Average sign <s>, 1.0000000
