                                  Number of sites, 60.0000000
                                             dtau, 0.1250000
                                             beta, 15.0000000
                                                L, 120.0000000
                                                t, 1.0000000
                                                U, 4.0000000
                                               mu, 0.0000000
                              Number of MC Sweeps, 1000.0000000
                       Frequency of recomputing G, 4.0000000
      Number of multiplied Bs after stabilization, 30.0000000
                                         Geometry, 1.0000000
                                               Ny, 0.0000000
